pid,rid,rating,sentiment
605,12458,3,0.4
605,12459,3,0.45
605,12460,5,0.75
606,12461,5,0.7
606,12462,5,0.75
606,12463,5,0.75
606,12464,3,0.45
606,12465,3,0.5
606,12466,5,0.75
606,12467,4,0.6
606,12468,3,0.5
606,12469,4,0.6
606,12470,3,0.4
606,12471,4,0.6
606,12472,3,0.5
606,12473,3,0.4
606,12474,3,0.4
606,12475,5,0.75
606,12476,3,0.5
606,12477,5,0.7
606,12478,4,0.55
606,12479,3,0.45
606,12480,4,0.6
606,12481,4,0.55
606,12482,3,0.45
606,12483,4,0.6
607,12484,3,0.5
607,12485,4,0.6
607,12486,5,0.8
607,12487,5,0.7
607,12488,3,0.5
607,12489,3,0.45
607,12490,3,0.5
607,12491,5,0.75
607,12492,3,0.4
607,12493,3,0.5
607,12494,3,0.45
607,12495,4,0.65
607,12496,3,0.4
607,12497,4,0.6
607,12498,5,0.7
607,12499,4,0.65
607,12500,3,0.45
607,12501,3,0.45
607,12502,3,0.45
607,12503,4,0.6
607,12504,3,0.5
607,12505,4,0.65
607,12506,4,0.6
608,12507,4,0.55
608,12508,4,0.6
608,12509,4,0.6
608,12510,4,0.6
608,12511,4,0.6
608,12512,4,0.65
608,12513,4,0.6
608,12514,4,0.65
608,12515,4,0.55
608,12516,4,0.6
608,12517,4,0.6
608,12518,4,0.6
608,12519,4,0.6
608,12520,4,0.6
608,12521,4,0.6
608,12522,4,0.6
608,12523,4,0.6
608,12524,4,0.6
608,12525,4,0.6
608,12526,4,0.55
608,12527,4,0.6
608,12528,4,0.65
608,12529,4,0.6
609,12530,4,0.55
609,12531,4,0.65
609,12532,4,0.55
609,12533,4,0.6
609,12534,4,0.65
609,12535,4,0.65
609,12536,4,0.6
609,12537,4,0.65
609,12538,4,0.6
609,12539,4,0.55
609,12540,4,0.6
609,12541,4,0.6
609,12542,4,0.55
609,12543,4,0.6
609,12544,4,0.55
609,12545,4,0.55
609,12546,4,0.65
609,12547,4,0.65
609,12548,4,0.55
609,12549,4,0.65
609,12550,4,0.65
609,12551,4,0.6
609,12552,4,0.65
610,12553,5,0.75
610,12554,5,0.7
610,12555,3,0.4
610,12556,5,0.7
610,12557,4,0.6
610,12558,4,0.6
610,12559,4,0.6
610,12560,3,0.45
610,12561,5,0.75
610,12562,5,0.8
610,12563,4,0.65
610,12564,5,0.8
610,12565,5,0.8
610,12566,3,0.45
610,12567,4,0.65
610,12568,5,0.7
610,12569,4,0.6
610,12570,3,0.4
610,12571,4,0.6
610,12572,3,0.45
610,12573,4,0.6
610,12574,5,0.75
610,12575,3,0.45
611,12576,3,0.45
611,12577,4,0.6
611,12578,5,0.7
611,12579,5,0.75
611,12580,5,0.8
611,12581,3,0.5
611,12582,3,0.5
611,12583,4,0.6
611,12584,4,0.6
611,12585,3,0.45
611,12586,4,0.55
611,12587,5,0.7
611,12588,3,0.45
611,12589,5,0.8
611,12590,3,0.45
611,12591,3,0.5
611,12592,4,0.65
611,12593,3,0.45
611,12594,5,0.7
611,12595,3,0.5
611,12596,4,0.65
611,12597,4,0.65
611,12598,4,0.65
612,12599,4,0.6
612,12600,2,0.35
612,12601,4,0.6
612,12602,5,0.75
612,12603,2,0.35
612,12604,2,0.3
612,12605,2,0.35
612,12606,4,0.6
612,12607,4,0.65
612,12608,2,0.25
612,12609,4,0.55
612,12610,4,0.65
612,12611,3,0.45
612,12612,4,0.55
612,12613,4,0.55
612,12614,2,0.3
612,12615,3,0.45
612,12616,2,0.3
612,12617,4,0.6
612,12618,4,0.55
612,12619,3,0.45
612,12620,3,0.5
612,12621,4,0.6
613,12622,4,0.65
613,12623,4,0.55
613,12624,4,0.65
613,12625,4,0.6
613,12626,4,0.6
613,12627,4,0.55
613,12628,4,0.65
613,12629,4,0.65
613,12630,4,0.55
613,12631,4,0.6
613,12632,4,0.55
613,12633,4,0.6
613,12634,4,0.6
613,12635,4,0.6
613,12636,4,0.6
613,12637,4,0.65
613,12638,4,0.55
613,12639,4,0.6
613,12640,4,0.55
613,12641,4,0.6
613,12642,4,0.6
613,12643,4,0.65
613,12644,4,0.6
614,12645,4,0.6
614,12646,5,0.75
614,12647,3,0.4
614,12648,4,0.55
614,12649,2,0.35
614,12650,3,0.45
614,12651,3,0.5
614,12652,3,0.45
614,12653,2,0.3
614,12654,2,0.35
614,12655,3,0.5
614,12656,4,0.65
614,12657,4,0.65
614,12658,3,0.45
614,12659,4,0.55
614,12660,4,0.6
614,12661,4,0.6
614,12662,4,0.65
614,12663,4,0.65
614,12664,4,0.55
614,12665,2,0.35
614,12666,2,0.3
614,12667,3,0.45
615,12668,4,0.65
615,12669,4,0.65
615,12670,3,0.45
615,12671,3,0.45
615,12672,3,0.5
615,12673,3,0.4
615,12674,4,0.6
615,12675,3,0.5
615,12676,3,0.45
615,12677,5,0.75
615,12678,3,0.45
615,12679,4,0.6
615,12680,4,0.55
615,12681,4,0.65
615,12682,5,0.75
615,12683,4,0.55
615,12684,3,0.45
615,12685,5,0.75
615,12686,4,0.6
615,12687,5,0.75
615,12688,3,0.5
615,12689,4,0.6
615,12690,3,0.45
616,12691,3,0.45
616,12692,3,0.45
616,12693,3,0.5
616,12694,5,0.7
616,12695,3,0.45
616,12696,4,0.6
616,12697,5,0.75
616,12698,5,0.75
616,12699,5,0.75
616,12700,3,0.5
616,12701,4,0.6
616,12702,3,0.45
616,12703,4,0.65
616,12704,5,0.75
616,12705,5,0.7
616,12706,5,0.7
616,12707,4,0.6
616,12708,3,0.45
616,12709,5,0.8
616,12710,5,0.7
616,12711,5,0.75
616,12712,4,0.55
616,12713,5,0.7
617,12714,5,0.75
617,12715,5,0.8
617,12716,5,0.75
617,12717,3,0.5
617,12718,5,0.75
617,12719,5,0.75
617,12720,3,0.5
617,12721,4,0.65
617,12722,4,0.6
617,12723,4,0.55
617,12724,5,0.7
617,12725,5,0.7
617,12726,4,0.65
617,12727,5,0.8
617,12728,3,0.45
617,12729,4,0.65
617,12730,5,0.7
617,12731,3,0.45
617,12732,5,0.8
617,12733,4,0.65
617,12734,4,0.65
617,12735,4,0.65
617,12736,4,0.55
618,12737,5,0.7
618,12738,5,0.75
618,12739,5,0.75
618,12740,4,0.55
618,12741,3,0.4
618,12742,3,0.5
618,12743,4,0.6
618,12744,4,0.6
618,12745,5,0.7
618,12746,3,0.4
618,12747,3,0.45
618,12748,3,0.45
618,12749,5,0.7
618,12750,5,0.7
618,12751,3,0.45
618,12752,4,0.6
618,12753,4,0.55
618,12754,4,0.55
618,12755,5,0.75
618,12756,3,0.5
618,12757,5,0.75
618,12758,5,0.75
618,12759,3,0.45
619,12760,5,0.75
619,12761,4,0.65
619,12762,5,0.75
619,12763,5,0.75
619,12764,5,0.8
619,12765,3,0.45
619,12766,3,0.45
619,12767,5,0.7
619,12768,3,0.5
619,12769,4,0.65
619,12770,3,0.45
619,12771,4,0.55
619,12772,3,0.45
619,12773,3,0.5
619,12774,5,0.8
619,12775,5,0.75
619,12776,4,0.6
619,12777,4,0.6
619,12778,3,0.45
619,12779,5,0.7
619,12780,4,0.55
619,12781,5,0.8
619,12782,4,0.6
620,12783,4,0.65
620,12784,4,0.65
620,12785,4,0.65
620,12786,3,0.45
620,12787,4,0.65
620,12788,5,0.75
620,12789,4,0.6
620,12790,3,0.45
620,12791,3,0.4
620,12792,3,0.45
620,12793,4,0.6
620,12794,4,0.6
620,12795,4,0.6
620,12796,3,0.45
620,12797,5,0.7
620,12798,3,0.45
620,12799,4,0.6
620,12800,3,0.5
620,12801,4,0.65
620,12802,4,0.55
620,12803,3,0.45
620,12804,5,0.75
620,12805,3,0.5
621,12806,4,0.55
621,12807,3,0.4
621,12808,5,0.75
621,12809,5,0.75
621,12810,5,0.8
621,12811,3,0.4
621,12812,3,0.45
621,12813,5,0.75
621,12814,3,0.5
621,12815,5,0.7
621,12816,4,0.55
621,12817,3,0.5
621,12818,5,0.75
621,12819,4,0.6
621,12820,3,0.4
621,12821,4,0.6
621,12822,5,0.75
621,12823,5,0.8
621,12824,3,0.45
621,12825,4,0.6
621,12826,5,0.75
621,12827,3,0.45
621,12828,4,0.6
622,12829,4,0.65
622,12830,2,0.35
622,12831,2,0.35
622,12832,3,0.45
622,12833,4,0.6
622,12834,2,0.25
622,12835,2,0.25
622,12836,2,0.3
622,12837,2,0.35
622,12838,4,0.65
622,12839,4,0.6
622,12840,5,0.75
622,12841,4,0.6
622,12842,3,0.5
622,12843,3,0.45
622,12844,4,0.6
622,12845,2,0.35
622,12846,4,0.65
622,12847,4,0.6
622,12848,3,0.45
622,12849,3,0.45
622,12850,2,0.3
622,12851,4,0.6
623,12852,5,0.8
623,12853,5,0.75
623,12854,3,0.45
623,12855,4,0.6
623,12856,4,0.55
623,12857,4,0.65
623,12858,4,0.55
623,12859,5,0.75
623,12860,5,0.75
623,12861,4,0.6
623,12862,3,0.4
623,12863,4,0.6
623,12864,3,0.4
623,12865,4,0.6
623,12866,4,0.6
623,12867,5,0.75
623,12868,4,0.55
623,12869,4,0.6
623,12870,5,0.7
623,12871,3,0.45
623,12872,5,0.7
623,12873,5,0.7
623,12874,5,0.8
624,12875,5,0.75
624,12876,5,0.7
624,12877,5,0.75
624,12878,5,0.7
624,12879,5,0.7
624,12880,5,0.8
624,12881,5,0.75
624,12882,5,0.75
624,12883,5,0.75
624,12884,5,0.75
624,12885,5,0.7
624,12886,5,0.75
624,12887,5,0.7
624,12888,5,0.75
624,12889,5,0.75
624,12890,5,0.75
624,12891,5,0.75
624,12892,5,0.7
624,12893,5,0.7
624,12894,5,0.7
624,12895,5,0.7
624,12896,5,0.8
624,12897,5,0.75
625,12898,3,0.45
625,12899,4,0.6
625,12900,3,0.5
625,12901,4,0.65
625,12902,3,0.5
625,12903,4,0.65
625,12904,5,0.8
625,12905,3,0.5
625,12906,4,0.6
625,12907,3,0.45
625,12908,3,0.45
625,12909,4,0.55
625,12910,4,0.6
625,12911,3,0.45
625,12912,3,0.4
625,12913,4,0.65
625,12914,4,0.6
625,12915,5,0.7
625,12916,5,0.7
625,12917,3,0.5
625,12918,5,0.7
625,12919,5,0.7
625,12920,3,0.45
626,12921,3,0.45
626,12922,3,0.5
626,12923,3,0.45
626,12924,3,0.45
626,12925,3,0.45
626,12926,3,0.4
626,12927,3,0.45
626,12928,3,0.45
626,12929,3,0.45
626,12930,3,0.5
626,12931,3,0.5
626,12932,3,0.45
626,12933,3,0.45
626,12934,3,0.45
626,12935,3,0.5
626,12936,3,0.45
626,12937,3,0.45
626,12938,3,0.5
626,12939,3,0.45
626,12940,3,0.5
626,12941,3,0.5
626,12942,3,0.45
626,12943,3,0.45
627,12944,4,0.6
627,12945,3,0.45
627,12946,3,0.5
627,12947,5,0.7
627,12948,5,0.7
627,12949,4,0.6
627,12950,5,0.7
627,12951,4,0.55
627,12952,5,0.75
627,12953,4,0.6
627,12954,3,0.5
627,12955,5,0.7
627,12956,3,0.5
627,12957,5,0.75
627,12958,4,0.55
627,12959,3,0.45
627,12960,5,0.7
627,12961,3,0.45
627,12962,3,0.4
627,12963,3,0.5
627,12964,4,0.6
627,12965,3,0.4
627,12966,5,0.75
628,12967,5,0.8
628,12968,5,0.75
628,12969,4,0.6
628,12970,5,0.8
628,12971,5,0.75
628,12972,3,0.45
628,12973,4,0.65
628,12974,4,0.6
628,12975,4,0.6
628,12976,3,0.45
628,12977,3,0.45
628,12978,3,0.45
628,12979,5,0.75
628,12980,5,0.8
628,12981,5,0.75
628,12982,3,0.5
628,12983,3,0.45
628,12984,4,0.55
628,12985,4,0.55
628,12986,5,0.75
628,12987,3,0.5
628,12988,3,0.45
628,12989,4,0.55
629,12990,3,0.45
629,12991,4,0.6
629,12992,3,0.4
629,12993,5,0.75
629,12994,4,0.55
629,12995,5,0.7
629,12996,4,0.6
629,12997,3,0.5
629,12998,5,0.8
629,12999,5,0.75
629,13000,5,0.8
629,13001,3,0.45
629,13002,5,0.75
629,13003,4,0.6
629,13004,5,0.75
629,13005,5,0.7
629,13006,5,0.7
629,13007,3,0.5
629,13008,5,0.7
629,13009,4,0.6
629,13010,3,0.5
629,13011,3,0.4
629,13012,5,0.75
630,13013,5,0.8
630,13014,3,0.4
630,13015,3,0.45
630,13016,5,0.8
630,13017,4,0.65
630,13018,4,0.6
630,13019,3,0.45
630,13020,5,0.75
630,13021,5,0.8
630,13022,3,0.45
630,13023,4,0.55
630,13024,3,0.45
630,13025,3,0.4
630,13026,5,0.75
630,13027,5,0.75
630,13028,5,0.8
630,13029,4,0.6
630,13030,3,0.45
630,13031,5,0.75
630,13032,3,0.45
630,13033,5,0.75
630,13034,5,0.7
630,13035,3,0.5
631,13036,3,0.45
631,13037,5,0.8
631,13038,3,0.45
631,13039,3,0.45
631,13040,3,0.5
631,13041,4,0.6
631,13042,5,0.7
631,13043,5,0.75
631,13044,3,0.4
631,13045,4,0.65
631,13046,4,0.6
631,13047,5,0.7
631,13048,3,0.5
631,13049,3,0.5
631,13050,3,0.45
631,13051,3,0.45
631,13052,5,0.75
631,13053,5,0.8
631,13054,4,0.55
631,13055,5,0.75
631,13056,5,0.8
631,13057,5,0.7
631,13058,4,0.65
632,13059,5,0.75
632,13060,5,0.7
632,13061,5,0.8
632,13062,4,0.6
632,13063,4,0.6
632,13064,4,0.65
632,13065,3,0.5
632,13066,4,0.65
632,13067,5,0.8
632,13068,3,0.4
632,13069,3,0.5
632,13070,5,0.7
632,13071,4,0.55
632,13072,5,0.7
632,13073,4,0.6
632,13074,4,0.65
632,13075,3,0.45
632,13076,4,0.6
632,13077,3,0.4
632,13078,5,0.7
632,13079,5,0.7
632,13080,5,0.7
632,13081,4,0.6
633,13082,5,0.75
633,13083,5,0.8
633,13084,3,0.5
633,13085,5,0.7
633,13086,5,0.75
633,13087,4,0.6
633,13088,4,0.6
633,13089,5,0.7
633,13090,3,0.45
633,13091,4,0.6
633,13092,3,0.45
633,13093,3,0.4
633,13094,4,0.65
633,13095,4,0.6
633,13096,3,0.5
633,13097,4,0.6
633,13098,5,0.75
633,13099,3,0.45
633,13100,5,0.7
633,13101,5,0.8
633,13102,4,0.55
633,13103,4,0.6
633,13104,5,0.7
634,13105,5,0.7
634,13106,5,0.75
634,13107,5,0.75
634,13108,5,0.8
634,13109,5,0.7
634,13110,5,0.75
634,13111,5,0.7
634,13112,5,0.75
634,13113,5,0.75
634,13114,5,0.75
634,13115,5,0.75
634,13116,5,0.75
634,13117,5,0.8
634,13118,5,0.7
634,13119,5,0.75
634,13120,5,0.8
634,13121,5,0.75
634,13122,5,0.7
634,13123,5,0.75
634,13124,5,0.75
634,13125,5,0.75
634,13126,5,0.75
634,13127,5,0.8
635,13128,5,0.7
635,13129,3,0.4
635,13130,3,0.45
635,13131,5,0.7
635,13132,3,0.45
635,13133,3,0.45
635,13134,3,0.5
635,13135,3,0.45
635,13136,5,0.8
635,13137,4,0.6
635,13138,3,0.45
635,13139,5,0.7
635,13140,3,0.4
635,13141,4,0.6
635,13142,3,0.4
635,13143,4,0.65
635,13144,3,0.45
635,13145,4,0.6
635,13146,5,0.8
635,13147,3,0.45
635,13148,4,0.6
635,13149,5,0.7
635,13150,3,0.4
636,13151,2,0.25
636,13152,4,0.65
636,13153,3,0.45
636,13154,2,0.3
636,13155,2,0.35
636,13156,2,0.25
636,13157,4,0.55
636,13158,4,0.65
636,13159,4,0.55
636,13160,5,0.7
636,13161,4,0.65
636,13162,2,0.35
636,13163,4,0.55
636,13164,4,0.6
636,13165,3,0.4
636,13166,2,0.3
636,13167,2,0.35
636,13168,2,0.35
636,13169,2,0.35
636,13170,2,0.35
636,13171,4,0.65
636,13172,2,0.3
636,13173,3,0.4
637,13174,3,0.45
637,13175,4,0.55
637,13176,5,0.8
637,13177,4,0.6
637,13178,4,0.6
637,13179,5,0.75
637,13180,5,0.75
637,13181,5,0.75
637,13182,4,0.55
637,13183,5,0.7
637,13184,3,0.45
637,13185,4,0.55
637,13186,5,0.75
637,13187,4,0.55
637,13188,5,0.8
637,13189,5,0.7
637,13190,4,0.55
637,13191,3,0.45
637,13192,4,0.6
637,13193,4,0.6
637,13194,5,0.75
637,13195,5,0.7
637,13196,4,0.6
638,13197,4,0.6
638,13198,4,0.65
638,13199,5,0.8
638,13200,3,0.45
638,13201,4,0.65
638,13202,5,0.75
638,13203,4,0.65
638,13204,5,0.75
638,13205,3,0.45
638,13206,5,0.7
638,13207,5,0.7
638,13208,3,0.5
638,13209,5,0.75
638,13210,5,0.75
638,13211,5,0.75
638,13212,3,0.45
638,13213,4,0.55
638,13214,4,0.6
638,13215,4,0.6
638,13216,4,0.6
638,13217,4,0.65
638,13218,4,0.6
638,13219,5,0.75
639,13220,4,0.55
639,13221,3,0.4
639,13222,4,0.6
639,13223,4,0.6
639,13224,3,0.45
639,13225,3,0.5
639,13226,4,0.6
639,13227,4,0.6
639,13228,3,0.45
639,13229,4,0.6
639,13230,3,0.5
639,13231,4,0.65
639,13232,5,0.7
639,13233,3,0.45
639,13234,4,0.55
639,13235,4,0.6
639,13236,3,0.5
639,13237,3,0.5
639,13238,3,0.45
639,13239,5,0.7
639,13240,3,0.4
639,13241,5,0.7
639,13242,5,0.75
640,13243,3,0.4
640,13244,3,0.45
640,13245,5,0.75
640,13246,3,0.45
640,13247,5,0.75
640,13248,3,0.5
640,13249,4,0.65
640,13250,3,0.4
640,13251,3,0.4
640,13252,5,0.75
640,13253,4,0.65
640,13254,3,0.5
640,13255,5,0.8
640,13256,5,0.7
640,13257,5,0.8
640,13258,3,0.5
640,13259,3,0.45
640,13260,4,0.65
640,13261,3,0.45
640,13262,4,0.55
640,13263,3,0.5
640,13264,3,0.45
640,13265,5,0.7
641,13266,3,0.5
641,13267,5,0.7
641,13268,5,0.8
641,13269,5,0.8
641,13270,3,0.5
641,13271,3,0.45
641,13272,4,0.6
641,13273,5,0.7
641,13274,5,0.7
641,13275,3,0.5
641,13276,3,0.45
641,13277,3,0.5
641,13278,3,0.5
641,13279,4,0.55
641,13280,5,0.7
641,13281,3,0.5
641,13282,4,0.65
641,13283,5,0.75
641,13284,3,0.45
641,13285,3,0.5
641,13286,3,0.5
641,13287,3,0.45
641,13288,5,0.75
642,13289,4,0.6
642,13290,4,0.55
642,13291,5,0.75
642,13292,3,0.5
642,13293,4,0.65
642,13294,5,0.75
642,13295,3,0.5
642,13296,4,0.55
642,13297,4,0.6
642,13298,3,0.45
642,13299,4,0.55
642,13300,4,0.55
642,13301,5,0.75
642,13302,4,0.55
642,13303,5,0.7
642,13304,4,0.6
642,13305,3,0.45
642,13306,4,0.65
642,13307,4,0.65
642,13308,5,0.7
642,13309,3,0.45
642,13310,5,0.75
642,13311,3,0.45
643,13312,5,0.75
643,13313,5,0.75
643,13314,4,0.65
643,13315,5,0.7
643,13316,5,0.8
643,13317,4,0.6
643,13318,3,0.4
643,13319,4,0.6
643,13320,5,0.8
643,13321,5,0.7
643,13322,4,0.6
643,13323,3,0.45
643,13324,5,0.75
643,13325,5,0.75
643,13326,3,0.5
643,13327,3,0.4
643,13328,3,0.45
643,13329,3,0.4
643,13330,3,0.4
643,13331,5,0.7
643,13332,3,0.45
643,13333,3,0.45
643,13334,5,0.75
644,13335,5,0.75
644,13336,5,0.7
644,13337,3,0.45
644,13338,4,0.65
644,13339,3,0.45
644,13340,3,0.45
644,13341,3,0.45
644,13342,3,0.45
644,13343,3,0.4
644,13344,3,0.45
644,13345,4,0.65
644,13346,3,0.45
644,13347,5,0.8
644,13348,5,0.75
644,13349,4,0.55
644,13350,4,0.6
644,13351,4,0.6
644,13352,3,0.5
644,13353,3,0.4
644,13354,5,0.7
644,13355,4,0.6
644,13356,5,0.7
644,13357,3,0.5
645,13358,3,0.45
645,13359,3,0.45
645,13360,3,0.5
645,13361,3,0.45
645,13362,3,0.4
645,13363,3,0.45
645,13364,3,0.5
645,13365,3,0.4
645,13366,3,0.5
645,13367,3,0.45
645,13368,3,0.4
645,13369,3,0.45
645,13370,3,0.5
645,13371,3,0.4
645,13372,3,0.4
645,13373,3,0.45
645,13374,3,0.45
645,13375,3,0.5
645,13376,3,0.45
645,13377,3,0.45
645,13378,3,0.5
645,13379,3,0.45
645,13380,3,0.45
646,13381,3,0.4
646,13382,5,0.7
646,13383,4,0.6
646,13384,5,0.7
646,13385,5,0.75
646,13386,4,0.6
646,13387,3,0.45
646,13388,5,0.75
646,13389,3,0.45
646,13390,4,0.6
646,13391,3,0.5
646,13392,3,0.45
646,13393,5,0.7
646,13394,3,0.4
646,13395,5,0.7
646,13396,4,0.55
646,13397,4,0.6
646,13398,3,0.45
646,13399,4,0.65
646,13400,3,0.5
646,13401,5,0.7
646,13402,3,0.45
646,13403,5,0.8
647,13404,3,0.5
647,13405,4,0.6
647,13406,4,0.55
647,13407,5,0.75
647,13408,3,0.4
647,13409,3,0.5
647,13410,5,0.75
647,13411,3,0.45
647,13412,5,0.75
647,13413,3,0.5
647,13414,3,0.4
647,13415,5,0.75
647,13416,4,0.55
647,13417,3,0.5
647,13418,4,0.6
647,13419,5,0.75
647,13420,3,0.4
647,13421,5,0.7
647,13422,5,0.7
647,13423,5,0.75
647,13424,4,0.55
647,13425,4,0.6
647,13426,3,0.45
648,13427,3,0.45
648,13428,4,0.65
648,13429,4,0.65
648,13430,5,0.7
648,13431,3,0.5
648,13432,5,0.8
648,13433,3,0.4
648,13434,5,0.8
648,13435,3,0.4
648,13436,4,0.6
648,13437,5,0.75
648,13438,3,0.45
648,13439,5,0.75
648,13440,3,0.45
648,13441,4,0.6
648,13442,3,0.5
648,13443,5,0.7
648,13444,3,0.45
648,13445,3,0.45
648,13446,3,0.4
648,13447,5,0.7
648,13448,3,0.5
648,13449,3,0.45
649,13450,5,0.7
649,13451,4,0.65
649,13452,3,0.45
649,13453,3,0.45
649,13454,5,0.7
649,13455,3,0.4
649,13456,4,0.55
649,13457,5,0.75
649,13458,5,0.7
649,13459,5,0.75
649,13460,4,0.6
649,13461,4,0.6
649,13462,3,0.45
649,13463,3,0.45
649,13464,5,0.75
649,13465,3,0.5
649,13466,4,0.6
649,13467,4,0.65
649,13468,5,0.7
649,13469,5,0.7
649,13470,3,0.4
649,13471,3,0.4
649,13472,4,0.6
650,13473,3,0.45
650,13474,4,0.65
650,13475,3,0.4
650,13476,3,0.45
650,13477,3,0.4
650,13478,5,0.8
650,13479,3,0.45
650,13480,4,0.55
650,13481,4,0.55
650,13482,3,0.5
650,13483,4,0.6
650,13484,3,0.5
650,13485,4,0.6
650,13486,5,0.8
650,13487,3,0.45
650,13488,5,0.8
650,13489,3,0.45
650,13490,5,0.7
650,13491,3,0.45
650,13492,5,0.75
650,13493,3,0.45
650,13494,4,0.6
650,13495,3,0.4
651,13496,3,0.45
651,13497,3,0.45
651,13498,3,0.45
651,13499,3,0.4
651,13500,3,0.45
651,13501,3,0.5
651,13502,3,0.4
651,13503,3,0.45
651,13504,3,0.45
651,13505,3,0.45
651,13506,3,0.45
651,13507,3,0.4
651,13508,3,0.45
651,13509,3,0.45
651,13510,3,0.45
651,13511,3,0.45
651,13512,3,0.5
651,13513,3,0.4
651,13514,3,0.45
651,13515,3,0.5
651,13516,3,0.5
651,13517,3,0.45
651,13518,3,0.45
652,13519,4,0.65
652,13520,4,0.6
652,13521,3,0.45
652,13522,5,0.75
652,13523,3,0.45
652,13524,4,0.55
652,13525,4,0.6
652,13526,5,0.7
652,13527,3,0.45
652,13528,5,0.7
652,13529,3,0.45
652,13530,3,0.45
652,13531,3,0.45
652,13532,5,0.75
652,13533,5,0.7
652,13534,5,0.7
652,13535,4,0.6
652,13536,4,0.6
652,13537,3,0.5
652,13538,3,0.45
652,13539,3,0.5
652,13540,3,0.5
652,13541,3,0.4
653,13542,4,0.65
653,13543,5,0.75
653,13544,5,0.75
653,13545,3,0.45
653,13546,5,0.8
653,13547,4,0.6
653,13548,3,0.5
653,13549,4,0.55
653,13550,3,0.4
653,13551,4,0.6
653,13552,5,0.7
653,13553,4,0.55
653,13554,3,0.45
653,13555,4,0.6
653,13556,3,0.45
653,13557,4,0.6
653,13558,3,0.4
653,13559,3,0.5
653,13560,3,0.5
653,13561,3,0.5
653,13562,4,0.6
653,13563,3,0.45
653,13564,5,0.7
654,13565,3,0.4
654,13566,3,0.4
654,13567,5,0.7
654,13568,4,0.55
654,13569,4,0.55
654,13570,5,0.75
654,13571,3,0.5
654,13572,5,0.8
654,13573,5,0.8
654,13574,5,0.75
654,13575,3,0.4
654,13576,3,0.45
654,13577,5,0.75
654,13578,5,0.8
654,13579,4,0.65
654,13580,5,0.8
654,13581,5,0.7
654,13582,4,0.55
654,13583,3,0.45
654,13584,4,0.6
654,13585,3,0.5
654,13586,3,0.4
654,13587,3,0.5
655,13588,5,0.7
655,13589,3,0.45
655,13590,5,0.8
655,13591,3,0.45
655,13592,4,0.55
655,13593,3,0.45
655,13594,4,0.6
655,13595,5,0.75
655,13596,4,0.55
655,13597,5,0.75
655,13598,4,0.65
655,13599,3,0.45
655,13600,5,0.75
655,13601,5,0.7
655,13602,4,0.65
655,13603,4,0.6
655,13604,4,0.55
655,13605,3,0.5
655,13606,5,0.75
655,13607,3,0.4
655,13608,5,0.7
655,13609,5,0.75
655,13610,3,0.5
656,13611,4,0.6
656,13612,3,0.45
656,13613,3,0.45
656,13614,4,0.6
656,13615,3,0.45
656,13616,4,0.6
656,13617,5,0.75
656,13618,3,0.5
656,13619,3,0.45
656,13620,4,0.6
656,13621,3,0.5
656,13622,4,0.6
656,13623,5,0.75
656,13624,5,0.7
656,13625,3,0.45
656,13626,5,0.8
656,13627,4,0.6
656,13628,5,0.75
656,13629,3,0.4
656,13630,5,0.7
656,13631,3,0.5
656,13632,4,0.65
656,13633,3,0.4
657,13634,4,0.55
657,13635,3,0.45
657,13636,4,0.6
657,13637,3,0.45
657,13638,3,0.45
657,13639,5,0.7
657,13640,3,0.5
657,13641,3,0.45
657,13642,3,0.4
657,13643,5,0.7
657,13644,5,0.8
657,13645,5,0.75
657,13646,5,0.75
657,13647,5,0.75
657,13648,4,0.55
657,13649,5,0.7
657,13650,3,0.45
657,13651,4,0.6
657,13652,3,0.45
657,13653,5,0.7
657,13654,4,0.55
657,13655,4,0.55
657,13656,3,0.4
658,13657,5,0.75
658,13658,5,0.7
658,13659,4,0.55
658,13660,3,0.4
658,13661,3,0.45
658,13662,5,0.75
658,13663,4,0.6
658,13664,5,0.7
658,13665,3,0.5
658,13666,5,0.75
658,13667,4,0.55
658,13668,4,0.6
658,13669,5,0.8
658,13670,3,0.5
658,13671,5,0.8
658,13672,5,0.8
658,13673,3,0.5
658,13674,3,0.5
658,13675,4,0.6
658,13676,4,0.65
658,13677,4,0.55
658,13678,3,0.4
658,13679,4,0.55
659,13680,3,0.45
659,13681,3,0.5
659,13682,3,0.5
659,13683,5,0.75
659,13684,5,0.7
659,13685,5,0.7
659,13686,4,0.6
659,13687,3,0.45
659,13688,3,0.5
659,13689,3,0.4
659,13690,4,0.65
659,13691,3,0.5
659,13692,5,0.75
659,13693,5,0.75
659,13694,3,0.45
659,13695,4,0.55
659,13696,3,0.4
659,13697,5,0.75
659,13698,4,0.6
659,13699,4,0.55
659,13700,4,0.6
659,13701,5,0.7
659,13702,3,0.45
660,13703,3,0.45
660,13704,2,0.35
660,13705,3,0.45
660,13706,2,0.35
660,13707,3,0.4
660,13708,3,0.4
660,13709,4,0.6
660,13710,2,0.3
660,13711,4,0.65
660,13712,3,0.45
660,13713,3,0.5
660,13714,5,0.7
660,13715,2,0.35
660,13716,4,0.6
660,13717,2,0.3
660,13718,4,0.55
660,13719,4,0.6
660,13720,4,0.6
660,13721,3,0.5
660,13722,4,0.6
660,13723,4,0.6
660,13724,2,0.35
660,13725,4,0.6
661,13726,5,0.75
661,13727,2,0.25
661,13728,4,0.55
