pid,category,brand,color,quality,price
679,Laptop,Vaio,grey,0.45,425
680,Laptop,Vaio,grey,0.45,275
681,Laptop,Vaio,grey,0.8,775
682,Laptop,Vaio,black,0.7,425
683,Laptop,Vaio,black,0.95,975
684,Laptop,Vaio,grey,0.45,475
685,Laptop,Vaio,grey,0.5,375
686,Laptop,Vaio,grey,0.65,525
687,Laptop,Vaio,grey,0.55,475
688,Laptop,Vaio,black,0.5,675
689,Laptop,Vaio,grey,0.4,425
690,Laptop,Vaio,black,0.5,325
691,Laptop,Vaio,black,0.8,525
692,Laptop,Vaio,grey,0.4,275
693,Laptop,Vaio,grey,0.55,475
694,Laptop,Vaio,grey,0.7,525
695,Laptop,Vaio,black,0.8,675
696,Laptop,Vaio,black,0.45,325
697,Laptop,Vaio,grey,0.55,475
698,Laptop,Vaio,black,0.8,925
699,Laptop,Vaio,grey,0.7,525
700,Laptop,Vaio,grey,0.65,475
701,Laptop,Vaio,black,0.45,275
702,Laptop,Vaio,grey,0.55,375
703,Laptop,Vaio,grey,0.95,1175
704,Laptop,Vaio,grey,0.45,475
705,Laptop,Vaio,black,0.7,825
706,Laptop,Vaio,grey,0.5,675
707,Laptop,Vaio,grey,0.7,625
708,Laptop,Vaio,grey,0.4,225
709,Laptop,Vaio,black,0.6,725
710,Laptop,Vaio,grey,0.45,625
711,Laptop,Vaio,grey,0.8,625
712,Laptop,Vaio,grey,0.95,1175
713,Laptop,Vaio,black,0.8,1125
714,Laptop,Vaio,black,0.95,1225
715,Laptop,Vaio,grey,0.6,525
716,Laptop,Vaio,black,0.55,475
717,Laptop,Vaio,black,0.45,525
718,Laptop,Vaio,grey,0.9,1175
719,Laptop,Vaio,grey,0.65,625
720,Laptop,Vaio,black,0.7,975
721,Laptop,Vaio,grey,0.75,525
722,Laptop,Vaio,grey,0.95,1175
723,Laptop,Vaio,grey,0.45,525
724,Laptop,Vaio,grey,0.4,525
725,Laptop,Vaio,black,0.65,825
726,Laptop,Vaio,grey,0.75,825
727,Laptop,Vaio,black,0.8,825
728,Laptop,Vaio,grey,0.8,1025
729,Laptop,Vaio,black,0.65,475
730,Laptop,Vaio,black,0.65,625
731,Laptop,Vaio,grey,0.6,475
732,Laptop,Vaio,black,0.5,625
733,Laptop,Vaio,black,0.95,1025
734,Laptop,Vaio,grey,0.6,525
735,Laptop,Vaio,grey,0.6,425
736,Laptop,Vaio,black,0.7,825
737,Laptop,Vaio,grey,0.85,1075
738,Laptop,Vaio,grey,0.85,625
739,Laptop,Vaio,black,0.55,575
740,Laptop,Vaio,grey,0.6,575
741,Laptop,Vaio,black,0.65,525
742,Laptop,Vaio,grey,0.4,425
743,Laptop,Vaio,black,0.95,1025
744,Laptop,Vaio,grey,0.4,525
745,Laptop,Vaio,black,0.75,625
746,Laptop,Vaio,black,0.5,475
747,Laptop,Vaio,grey,0.85,875
748,Laptop,Vaio,black,0.55,375
749,Laptop,Vaio,grey,0.8,675
750,Laptop,Vaio,black,0.6,525
751,Laptop,Vaio,black,0.45,525
752,Laptop,Vaio,grey,0.85,875
753,Laptop,Vaio,grey,0.9,775
754,Laptop,Vaio,black,0.85,525
755,Laptop,Vaio,black,0.4,325
756,Laptop,Vaio,black,0.4,225
757,Laptop,Vaio,grey,0.7,675
758,Laptop,Vaio,black,0.65,675
759,Laptop,Vaio,black,0.45,275
760,Laptop,Vaio,grey,0.75,725
761,Laptop,Vaio,grey,0.8,875
762,Laptop,Vaio,black,0.8,975
763,Laptop,Vaio,black,0.85,575
764,Laptop,Vaio,black,0.45,325
765,Laptop,Vaio,black,0.6,575
766,Laptop,Vaio,black,0.45,325
767,Laptop,Vaio,black,0.55,475
768,Laptop,Vaio,black,0.45,475
769,Laptop,Vaio,black,0.65,875
770,Laptop,Vaio,grey,0.5,625
771,Laptop,Vaio,grey,0.45,475
772,Laptop,Vaio,grey,0.65,875
773,Laptop,Vaio,grey,0.8,975
774,Laptop,Vaio,black,0.5,375
775,Laptop,Vaio,grey,0.85,825
776,Laptop,Vaio,grey,0.45,275
777,Laptop,Vaio,black,0.45,475
778,Laptop,Vaio,black,0.65,575
779,Laptop,Vaio,grey,0.8,1075
780,Laptop,Vaio,grey,0.85,775
781,Laptop,Vaio,grey,0.7,925
782,Laptop,Vaio,grey,0.9,775
783,Laptop,Vaio,grey,0.45,475
784,Laptop,Vaio,black,0.85,625
785,Laptop,Vaio,black,0.65,825
786,Laptop,Vaio,grey,0.9,1025
787,Laptop,Vaio,black,0.95,1125
788,Laptop,Vaio,grey,0.45,475
789,Laptop,Vaio,black,0.85,625
790,Laptop,Vaio,black,0.85,525
791,Laptop,Vaio,black,0.45,625
792,Laptop,Vaio,black,0.45,425
793,Laptop,Vaio,black,0.45,425
794,Laptop,Vaio,grey,0.65,575
795,Laptop,Vaio,grey,0.55,575
796,Laptop,Vaio,black,0.5,425
797,Laptop,Vaio,black,0.4,575
798,Laptop,Vaio,grey,0.9,625
799,Laptop,Vaio,grey,0.7,825
800,Laptop,Vaio,black,0.55,475
801,Laptop,Vaio,grey,0.5,425
802,Laptop,Vaio,black,0.85,825
803,Laptop,Vaio,grey,0.4,325
804,Laptop,Vaio,black,0.7,675
805,Laptop,Vaio,black,0.45,475
806,Laptop,Vaio,grey,0.4,325
807,Laptop,Vaio,grey,0.65,425
808,Laptop,Vaio,grey,0.4,375
809,Laptop,Vaio,grey,0.75,875
810,Laptop,Vaio,black,0.55,575
811,Laptop,Vaio,grey,0.45,375
812,Laptop,Vaio,black,0.9,675
813,Laptop,Vaio,grey,0.6,625
814,Laptop,Vaio,black,0.45,475
815,Laptop,Vaio,grey,0.95,675
816,Laptop,Vaio,grey,0.85,575
817,Laptop,Vaio,black,0.6,525
818,Laptop,Vaio,grey,0.8,675
819,Laptop,Vaio,grey,0.9,675
820,Laptop,Vaio,grey,0.5,325
821,Laptop,Vaio,grey,0.75,875
822,Laptop,Vaio,black,0.8,725
823,Laptop,Vaio,black,0.45,575
824,Laptop,Vaio,black,0.55,625
825,Laptop,Vaio,grey,0.45,475
826,Laptop,Vaio,black,0.7,625
827,Laptop,Vaio,black,0.75,725
828,Laptop,Vaio,grey,0.85,575
829,Laptop,Vaio,grey,0.9,1025
830,Laptop,Vaio,grey,0.95,975
831,Laptop,Vaio,black,0.65,475
832,Laptop,Vaio,black,0.8,1075
833,Laptop,Vaio,black,0.75,725
834,Laptop,Vaio,black,0.9,725
835,Laptop,Vaio,grey,0.7,475
836,Laptop,Vaio,black,0.75,575
837,Laptop,Vaio,black,0.55,375
838,Laptop,Vaio,black,0.45,325
839,Laptop,Vaio,black,0.65,925
840,Laptop,Vaio,black,0.85,625
841,Laptop,Vaio,grey,0.6,775
842,Laptop,Vaio,black,0.75,675
843,Laptop,Vaio,black,0.5,625
844,Laptop,Vaio,black,0.55,425
845,Laptop,Vaio,grey,0.7,675
846,Laptop,Vaio,grey,0.4,525
847,Laptop,Vaio,black,0.7,825
848,Laptop,Vaio,black,0.55,575
849,Laptop,Vaio,grey,0.45,375
850,Laptop,Vaio,grey,0.6,825
851,Laptop,Vaio,grey,0.9,1175
852,Laptop,Vaio,black,0.65,625
853,Laptop,Vaio,grey,0.5,425
854,Laptop,Vaio,black,0.5,575
855,Laptop,Vaio,grey,0.75,925
856,Laptop,Vaio,grey,0.6,825
857,Laptop,Vaio,black,0.95,1325
858,Laptop,Vaio,grey,0.9,575
859,Laptop,Vaio,grey,0.75,675
860,Laptop,Vaio,grey,0.9,1025
861,Laptop,Vaio,black,0.95,725
862,Laptop,Vaio,black,0.9,725
863,Laptop,Vaio,grey,0.7,425
864,Laptop,Vaio,grey,0.9,775
865,Laptop,Vaio,black,0.6,375
866,Laptop,Vaio,grey,0.45,475
867,Laptop,Vaio,black,0.55,675
868,Laptop,Vaio,grey,0.7,975
869,Laptop,Vaio,black,0.8,1075
870,Laptop,Vaio,grey,0.9,1225
871,Laptop,Vaio,grey,0.9,875
872,Laptop,Vaio,grey,0.9,925
873,Laptop,Vaio,grey,0.85,525
874,Laptop,Vaio,black,0.5,475
875,Laptop,Vaio,grey,0.5,625
876,Laptop,Vaio,grey,0.55,475
877,Laptop,Vaio,grey,0.6,725
878,Laptop,Vaio,grey,0.55,675
879,Laptop,Vaio,grey,0.95,575
880,Laptop,Vaio,grey,0.7,675
881,Laptop,Vaio,grey,0.9,925
882,Laptop,Vaio,black,0.8,625
883,Laptop,Vaio,black,0.4,375
884,Laptop,Vaio,grey,0.9,825
885,Laptop,Vaio,black,0.85,825
886,Laptop,Vaio,grey,0.45,425
887,Laptop,Vaio,black,0.45,275
888,Laptop,Vaio,black,0.95,925
889,Laptop,Vaio,grey,0.65,825
890,Laptop,Vaio,black,0.45,375
891,Laptop,Vaio,black,0.4,425
892,Laptop,Vaio,black,0.85,1125
893,Laptop,Vaio,black,0.4,325
894,Laptop,Vaio,black,0.65,575
895,Laptop,Vaio,grey,0.7,775
896,Laptop,Vaio,black,0.55,375
897,Laptop,Vaio,black,0.55,625
898,Laptop,Vaio,black,0.45,575
899,Laptop,Vaio,black,0.55,575
900,Laptop,Vaio,black,0.75,475
901,Laptop,Vaio,grey,0.8,675
902,Laptop,Vaio,black,0.45,575
903,Laptop,Vaio,black,0.6,625
904,Laptop,Vaio,black,0.8,575
905,Laptop,Vaio,black,0.85,1175
906,Laptop,Vaio,black,0.6,775
907,Laptop,Vaio,grey,0.4,275
908,Laptop,Vaio,black,0.6,725
909,Laptop,Vaio,grey,0.4,325
910,Laptop,Vaio,grey,0.5,625
911,Laptop,Vaio,grey,0.8,525
912,Laptop,Vaio,grey,0.95,625
913,Laptop,Vaio,black,0.75,925
914,Laptop,Vaio,grey,0.55,625
915,Laptop,Vaio,black,0.65,875
916,Laptop,Vaio,grey,0.9,675
917,Laptop,Vaio,black,0.75,675
918,Laptop,Vaio,black,0.5,475
919,Laptop,Vaio,black,0.4,375
920,Laptop,Vaio,black,0.65,825
921,Laptop,Vaio,black,0.45,425
922,Laptop,Vaio,grey,0.85,525
923,Laptop,Vaio,black,0.55,425
924,Laptop,Vaio,black,0.8,675
925,Laptop,Vaio,grey,0.9,575
926,Laptop,Vaio,black,0.75,675
927,Laptop,Vaio,grey,0.9,1025
928,Laptop,Vaio,grey,0.7,775
929,Laptop,Vaio,black,0.4,425
930,Laptop,Vaio,grey,0.75,975
931,Laptop,Vaio,black,0.55,625
932,Laptop,Vaio,black,0.85,575
933,Laptop,Vaio,grey,0.4,375
934,Laptop,HP,grey,0.9,825
935,Laptop,HP,black,0.45,325
936,Laptop,HP,black,0.45,275
937,Laptop,HP,black,0.5,525
938,Laptop,HP,black,0.2,175
939,Laptop,HP,black,0.3,325
940,Laptop,HP,grey,0.35,275
941,Laptop,HP,grey,0.7,525
942,Laptop,HP,black,0.95,975
943,Laptop,HP,grey,0.9,775
944,Laptop,HP,black,0.85,875
945,Laptop,HP,grey,0.4,275
946,Laptop,HP,grey,0.8,725
947,Laptop,HP,grey,0.25,175
948,Laptop,HP,grey,0.25,225
949,Laptop,HP,black,0.3,225
950,Laptop,HP,grey,0.35,325
951,Laptop,HP,black,0.4,275
952,Laptop,HP,grey,0.95,925
953,Laptop,HP,grey,0.75,725
954,Laptop,HP,grey,0.75,575
955,Laptop,HP,grey,0.8,625
956,Laptop,HP,black,0.55,575
957,Laptop,HP,black,0.65,625
958,Laptop,HP,grey,0.85,625
959,Laptop,HP,black,0.95,825
960,Laptop,HP,grey,0.45,475
961,Laptop,HP,black,0.25,275
962,Laptop,HP,black,0.85,725
963,Laptop,HP,grey,0.9,725
964,Laptop,HP,grey,0.45,475
965,Laptop,HP,black,0.7,475
966,Laptop,HP,black,0.35,375
967,Laptop,HP,grey,0.9,575
968,Laptop,HP,black,0.65,425
969,Laptop,HP,black,0.45,275
970,Laptop,HP,grey,0.65,475
971,Laptop,HP,grey,0.3,275
972,Laptop,HP,black,0.25,275
973,Laptop,HP,black,0.4,325
974,Laptop,HP,grey,0.55,425
975,Laptop,HP,grey,0.65,375
976,Laptop,HP,grey,0.45,375
977,Laptop,HP,black,0.25,175
978,Laptop,HP,black,0.25,225
979,Laptop,HP,grey,0.55,575
980,Laptop,HP,black,0.45,375
981,Laptop,HP,black,0.85,625
982,Laptop,HP,black,0.95,875
983,Laptop,HP,grey,0.6,375
984,Laptop,HP,grey,0.55,425
985,Laptop,HP,grey,0.6,625
986,Laptop,HP,grey,0.7,625
987,Laptop,HP,black,0.7,575
988,Laptop,HP,black,0.65,425
989,Laptop,HP,grey,0.2,225
990,Laptop,HP,black,0.9,825
991,Laptop,HP,black,0.25,175
992,Laptop,HP,grey,0.7,725
993,Laptop,HP,grey,0.7,425
994,Laptop,HP,black,0.7,475
995,Laptop,HP,grey,0.8,675
996,Laptop,HP,black,0.8,625
997,Laptop,HP,grey,0.4,275
998,Laptop,HP,black,0.45,275
999,Laptop,HP,black,0.8,675
1000,Laptop,HP,black,0.75,675
1001,Laptop,HP,grey,0.25,175
1002,Laptop,HP,black,0.9,725
1003,Laptop,HP,black,0.95,875
1004,Laptop,HP,grey,0.6,575
1005,Laptop,HP,black,0.75,475
1006,Laptop,HP,black,0.5,425
1007,Laptop,HP,black,0.5,425
1008,Laptop,HP,black,0.6,625
1009,Laptop,HP,black,0.55,475
1010,Laptop,HP,grey,0.4,325
1011,Laptop,HP,black,0.85,575
1012,Laptop,HP,grey,0.9,775
1013,Laptop,HP,grey,0.2,175
1014,Laptop,HP,black,0.75,775
1015,Laptop,HP,grey,0.95,875
1016,Laptop,HP,grey,0.6,425
1017,Laptop,HP,grey,0.35,325
1018,Laptop,HP,black,0.9,725
1019,Laptop,HP,grey,0.35,225
1020,Laptop,HP,black,0.25,175
1021,Laptop,HP,grey,0.7,475
1022,Laptop,HP,black,0.65,425
1023,Laptop,HP,black,0.35,225
1024,Laptop,HP,black,0.95,975
1025,Laptop,HP,black,0.2,125
1026,Laptop,HP,grey,0.65,475
1027,Laptop,HP,grey,0.4,325
1028,Laptop,HP,black,0.3,275
1029,Laptop,HP,grey,0.6,525
1030,Laptop,HP,black,0.45,275
1031,Laptop,HP,grey,0.65,425
1032,Laptop,HP,grey,0.8,725
1033,Laptop,HP,grey,0.85,675
1034,Laptop,HP,grey,0.7,675
1035,Laptop,HP,grey,0.35,375
1036,Laptop,HP,black,0.85,625
1037,Laptop,HP,grey,0.25,275
1038,Laptop,HP,black,0.7,725
1039,Laptop,HP,black,0.55,375
1040,Laptop,HP,grey,0.9,875
1041,Laptop,HP,grey,0.65,625
1042,Laptop,HP,black,0.9,625
1043,Laptop,HP,black,0.25,225
1044,Laptop,HP,grey,0.75,775
1045,Laptop,HP,black,0.4,275
1046,Laptop,HP,black,0.45,425
1047,Laptop,HP,black,0.65,625
1048,Laptop,HP,black,0.45,475
1049,Laptop,HP,black,0.7,575
1050,Laptop,HP,grey,0.35,225
1051,Laptop,HP,grey,0.4,375
1052,Laptop,HP,black,0.35,375
1053,Laptop,HP,black,0.7,475
1054,Laptop,HP,grey,0.4,225
1055,Laptop,HP,grey,0.65,575
1056,Laptop,HP,grey,0.5,375
1057,Laptop,HP,grey,0.3,275
1058,Laptop,HP,black,0.2,175
1059,Laptop,HP,black,0.25,225
1060,Laptop,HP,black,0.2,125
1061,Laptop,HP,grey,0.2,225
1062,Laptop,HP,grey,0.4,325
1063,Laptop,HP,black,0.2,125
1064,Laptop,HP,black,0.95,675
1065,Laptop,HP,grey,0.25,175
1066,Laptop,HP,black,0.85,925
1067,Laptop,HP,black,0.8,625
1068,Laptop,HP,black,0.55,475
1069,Laptop,HP,black,0.9,725
1070,Laptop,HP,black,0.75,575
1071,Laptop,HP,black,0.85,875
1072,Laptop,HP,black,0.55,575
1073,Laptop,HP,grey,0.75,625
1074,Laptop,HP,grey,0.35,275
1075,Laptop,HP,black,0.45,425
1076,Laptop,HP,black,0.45,325
1077,Laptop,HP,black,0.7,725
1078,Laptop,HP,black,0.2,125
1079,Laptop,HP,black,0.55,575
1080,Laptop,HP,black,0.45,475
1081,Laptop,HP,grey,0.6,525
1082,Laptop,HP,grey,0.95,725
1083,Laptop,HP,grey,0.9,825
1084,Laptop,HP,grey,0.9,875
1085,Laptop,HP,black,0.75,725
1086,Laptop,HP,grey,0.9,875
1087,Laptop,HP,grey,0.6,625
1088,Laptop,HP,grey,0.4,425
1089,Laptop,HP,grey,0.85,725
1090,Laptop,HP,grey,0.35,375
1091,Laptop,HP,grey,0.5,375
1092,Laptop,HP,black,0.35,275
1093,Laptop,HP,black,0.75,675
1094,Laptop,HP,black,0.75,675
1095,Laptop,HP,grey,0.55,425
1096,Laptop,HP,grey,0.3,225
1097,Laptop,HP,black,0.85,775
1098,Laptop,HP,black,0.7,525
1099,Laptop,HP,grey,0.95,1025
1100,Laptop,HP,grey,0.75,575
1101,Laptop,HP,black,0.65,425
1102,Laptop,HP,black,0.2,175
1103,Laptop,HP,grey,0.3,275
1104,Laptop,HP,grey,0.3,225
1105,Laptop,HP,black,0.5,525
1106,Laptop,HP,grey,0.4,425
1107,Laptop,HP,black,0.45,475
1108,Laptop,HP,grey,0.5,325
1109,Laptop,HP,grey,0.25,175
1110,Laptop,HP,grey,0.8,625
1111,Laptop,HP,grey,0.4,275
1112,Laptop,HP,black,0.85,725
1113,Laptop,HP,grey,0.75,725
1114,Laptop,HP,grey,0.8,575
1115,Laptop,HP,black,0.85,525
1116,Laptop,HP,black,0.65,625
1117,Laptop,HP,black,0.35,275
1118,Laptop,HP,black,0.35,225
1119,Laptop,HP,black,0.3,275
1120,Laptop,HP,black,0.95,975
1121,Laptop,HP,grey,0.25,225
1122,Laptop,HP,black,0.4,275
1123,Laptop,HP,grey,0.5,475
1124,Laptop,HP,black,0.2,125
1125,Laptop,HP,grey,0.35,375
1126,Laptop,HP,black,0.3,275
1127,Laptop,HP,grey,0.3,275
1128,Laptop,HP,grey,0.6,625
1129,Laptop,HP,black,0.3,275
1130,Laptop,HP,black,0.95,975
1131,Laptop,HP,black,0.7,425
1132,Laptop,HP,black,0.85,925
1133,Laptop,HP,black,0.5,375
1134,Laptop,HP,grey,0.75,775
1135,Laptop,HP,black,0.95,975
1136,Laptop,HP,grey,0.9,675
1137,Laptop,HP,grey,0.75,575
1138,Laptop,HP,black,0.95,875
1139,Laptop,HP,black,0.75,675
1140,Laptop,HP,grey,0.6,575
1141,Laptop,HP,grey,0.5,325
1142,Laptop,HP,black,0.55,525
1143,Laptop,HP,grey,0.85,725
1144,Laptop,HP,black,0.4,275
1145,Laptop,HP,black,0.55,375
1146,Laptop,HP,black,0.85,675
1147,Laptop,HP,black,0.9,925
1148,Laptop,HP,grey,0.95,625
1149,Laptop,HP,black,0.9,575
1150,Laptop,HP,black,0.8,775
1151,Laptop,HP,grey,0.95,725
1152,Laptop,HP,grey,0.7,775
1153,Laptop,HP,grey,0.35,375
1154,Laptop,HP,grey,0.85,675
1155,Laptop,HP,grey,0.4,425
1156,Laptop,HP,black,0.4,325
1157,Laptop,HP,black,0.45,475
1158,Laptop,HP,grey,0.5,425
1159,Laptop,HP,grey,0.7,475
1160,Laptop,HP,black,0.4,325
1161,Laptop,HP,grey,0.5,325
1162,Laptop,HP,grey,0.45,275
1163,Laptop,HP,grey,0.2,175
1164,Laptop,HP,grey,0.85,725
1165,Laptop,HP,grey,0.8,725
1166,Laptop,HP,grey,0.8,725
1167,Laptop,HP,grey,0.9,675
1168,Laptop,HP,grey,0.7,575
1169,Laptop,HP,black,0.5,375
1170,Laptop,HP,black,0.55,375
1171,Laptop,HP,grey,0.9,875
1172,Laptop,HP,black,0.2,175
1173,Laptop,HP,black,0.5,475
1174,Laptop,HP,grey,0.4,425
1175,Laptop,HP,black,0.85,825
1176,Laptop,HP,black,0.65,675
1177,Laptop,HP,black,0.6,425
1178,Laptop,HP,black,0.2,125
1179,Laptop,HP,grey,0.8,725
1180,Laptop,HP,black,0.35,325
1181,Laptop,HP,grey,0.85,525
1182,Laptop,HP,grey,0.2,225
1183,Laptop,HP,grey,0.4,275
1184,Laptop,HP,grey,0.65,625
1185,Laptop,HP,grey,0.3,225
1186,Laptop,HP,grey,0.35,375
1187,Laptop,HP,black,0.8,625
1188,Laptop,HP,grey,0.25,175
1189,Laptop,HP,black,0.65,425
1190,Laptop,HP,black,0.3,225
1191,Laptop,HP,grey,0.6,375
1192,Laptop,HP,black,0.75,775
1193,Laptop,HP,grey,0.4,425
1194,Laptop,HP,grey,0.5,475
1195,Laptop,HP,black,0.65,425
1196,Laptop,HP,grey,0.95,575
1197,Laptop,HP,grey,0.5,475
1198,Laptop,HP,black,0.35,325
1199,Laptop,HP,black,0.4,225
1200,Laptop,HP,black,0.3,325
1201,Laptop,HP,grey,0.6,375
1202,Laptop,HP,grey,0.6,425
1203,Laptop,HP,grey,0.4,375
1204,Laptop,HP,grey,0.3,275
1205,Laptop,HP,black,0.9,575
1206,Laptop,HP,black,0.8,725
1207,Laptop,HP,grey,0.75,575
1208,Laptop,HP,black,0.35,325
1209,Laptop,HP,black,0.55,475
1210,Laptop,HP,grey,0.95,975
1211,Laptop,HP,grey,0.45,275
1212,Laptop,HP,grey,0.25,175
1213,Laptop,HP,black,0.6,375
1214,Laptop,HP,black,0.7,525
1215,Laptop,HP,black,0.95,825
1216,Laptop,HP,black,0.8,725
1217,Laptop,HP,black,0.5,375
1218,Laptop,HP,black,0.45,275
1219,Laptop,HP,grey,0.75,475
1220,Laptop,HP,black,0.2,175
1221,Laptop,HP,black,0.65,525
1222,Laptop,HP,black,0.75,575
1223,Laptop,HP,black,0.75,575
1224,Laptop,HP,black,0.75,675
1225,Laptop,HP,grey,0.4,425
1226,Laptop,HP,grey,0.9,925
1227,Laptop,HP,black,0.35,325
1228,Laptop,HP,grey,0.75,475
1229,Laptop,HP,grey,0.85,725
1230,Laptop,HP,black,0.4,275
1231,Laptop,HP,grey,0.4,325
1232,Laptop,HP,black,0.95,925
1233,Laptop,HP,grey,0.6,625
1234,Laptop,HP,grey,0.9,825
1235,Laptop,HP,grey,0.85,875
1236,Laptop,HP,black,0.35,225
1237,Laptop,HP,grey,0.7,625
1238,Laptop,HP,black,0.2,225
1239,Laptop,HP,black,0.9,925
1240,Laptop,HP,black,0.55,425
1241,Laptop,HP,black,0.25,225
1242,Laptop,HP,grey,0.3,275
1243,Laptop,HP,black,0.35,375
1244,Laptop,HP,grey,0.65,525
1245,Laptop,HP,black,0.25,175
1246,Laptop,HP,grey,0.7,525
1247,Laptop,HP,black,0.4,275
1248,Laptop,HP,grey,0.7,775
1249,Laptop,HP,grey,0.95,825
1250,Laptop,HP,grey,0.2,225
1251,Laptop,HP,grey,0.8,875
1252,Laptop,HP,grey,0.85,775
1253,Laptop,HP,grey,0.8,575
1254,Laptop,HP,grey,0.8,775
1255,Laptop,HP,black,0.95,875
1256,Laptop,HP,grey,0.65,525
1257,Laptop,HP,black,0.7,525
1258,Laptop,HP,grey,0.4,375
1259,Laptop,HP,grey,0.3,225
1260,Laptop,HP,grey,0.95,1025
1261,Laptop,HP,black,0.9,625
1262,Laptop,HP,grey,0.3,275
1263,Laptop,HP,grey,0.7,675
1264,Laptop,HP,grey,0.65,575
1265,Laptop,HP,black,0.95,1025
1266,Laptop,HP,black,0.8,575
1267,Laptop,HP,black,0.2,125
1268,Laptop,HP,black,0.75,825
1269,Laptop,HP,black,0.7,525
1270,Laptop,HP,grey,0.8,625
1271,Laptop,HP,black,0.45,375
1272,Laptop,HP,grey,0.2,125
1273,Laptop,HP,black,0.45,425
1274,Laptop,HP,grey,0.35,325
1275,Laptop,HP,black,0.25,225
1276,Laptop,HP,black,0.55,475
1277,Laptop,HP,black,0.75,525
1278,Laptop,HP,grey,0.55,575
1279,Laptop,HP,black,0.55,525
1280,Laptop,HP,black,0.4,225
1281,Laptop,HP,black,0.9,725
1282,Laptop,HP,black,0.5,325
1283,Laptop,HP,grey,0.5,525
1284,Laptop,HP,black,0.75,475
1285,Laptop,HP,black,0.9,925
1286,Laptop,HP,grey,0.4,325
1287,Laptop,HP,black,0.8,575
1288,Laptop,HP,black,0.55,575
1289,Laptop,HP,black,0.35,325
1290,Laptop,HP,black,0.4,425
1291,Laptop,HP,black,0.95,875
1292,Laptop,HP,grey,0.9,675
1293,Laptop,HP,black,0.8,475
1294,Laptop,HP,grey,0.9,825
1295,Laptop,HP,black,0.95,1025
1296,Laptop,HP,grey,0.8,475
1297,Laptop,HP,grey,0.3,225
1298,Laptop,HP,grey,0.9,825
1299,Laptop,HP,black,0.4,275
1300,Laptop,HP,black,0.7,575
1301,Laptop,HP,grey,0.3,325
1302,Laptop,HP,grey,0.5,425
1303,Laptop,HP,grey,0.45,275
1304,Laptop,HP,grey,0.6,425
1305,Laptop,HP,black,0.4,425
1306,Laptop,HP,black,0.45,375
1307,Laptop,HP,black,0.8,525
1308,Laptop,HP,black,0.5,325
1309,Laptop,HP,grey,0.25,175
1310,Laptop,HP,black,0.55,525
1311,Laptop,HP,black,0.65,575
1312,Laptop,HP,black,0.25,225
1313,Laptop,HP,grey,0.7,525
1314,Laptop,HP,black,0.35,225
1315,Laptop,HP,grey,0.45,425
1316,Laptop,HP,black,0.45,275
1317,Laptop,HP,black,0.85,525
1318,Laptop,HP,black,0.9,675
1319,Laptop,HP,grey,0.55,325
1320,Laptop,HP,black,0.25,275
1321,Laptop,HP,black,0.65,575
1322,Laptop,HP,grey,0.35,275
1323,Laptop,HP,grey,0.25,175
1324,Laptop,HP,grey,0.85,875
1325,Laptop,HP,black,0.45,475
1326,Laptop,HP,black,0.95,925
1327,Laptop,HP,grey,0.8,875
1328,Laptop,HP,grey,0.25,225
1329,Laptop,HP,grey,0.85,575
1330,Laptop,HP,black,0.35,275
1331,Laptop,HP,black,0.35,275
1332,Laptop,HP,black,0.35,375
1333,Laptop,HP,grey,0.35,275
1334,Laptop,HP,black,0.25,225
1335,Laptop,HP,grey,0.95,625
1336,Laptop,HP,grey,0.2,225
1337,Laptop,HP,black,0.65,575
1338,Laptop,HP,grey,0.5,325
1339,Laptop,HP,grey,0.65,675
1340,Laptop,HP,grey,0.45,425
1341,Laptop,HP,black,0.45,425
1342,Laptop,HP,grey,0.2,125
1343,Laptop,HP,grey,0.45,325
1344,Laptop,HP,black,0.3,275
1345,Laptop,HP,grey,0.55,575
1346,Laptop,HP,grey,0.55,575
1347,Laptop,HP,grey,0.55,475
1348,Laptop,HP,black,0.25,175
1349,Laptop,HP,grey,0.95,875
1350,Laptop,HP,black,0.45,475
1351,Laptop,HP,black,0.2,125
1352,Laptop,HP,grey,0.45,425
1353,Laptop,HP,black,0.75,725
1354,Laptop,HP,black,0.6,425
1355,Laptop,HP,black,0.6,375
1356,Laptop,HP,black,0.6,625
1357,Laptop,HP,grey,0.85,875
1358,Laptop,HP,grey,0.85,775
1359,Laptop,HP,grey,0.95,975
1360,Laptop,HP,grey,0.2,175
1361,Laptop,HP,grey,0.7,725
1362,Laptop,HP,grey,0.95,775
1363,Laptop,HP,black,0.85,875
1364,Laptop,HP,grey,0.6,625
1365,Laptop,HP,black,0.45,425
1366,Laptop,HP,black,0.9,625
1367,Laptop,HP,grey,0.6,625
1368,Laptop,HP,black,0.25,175
1369,Laptop,HP,black,0.35,325
1370,Laptop,HP,black,0.5,375
1371,Laptop,HP,grey,0.35,225
1372,Laptop,HP,black,0.45,375
1373,Laptop,HP,black,0.45,475
1374,Laptop,HP,grey,0.95,1025
1375,Laptop,HP,grey,0.2,225
1376,Laptop,HP,black,0.35,225
1377,Laptop,HP,black,0.5,525
1378,Laptop,HP,black,0.3,325
1379,Laptop,HP,grey,0.55,375
1380,Laptop,HP,black,0.8,575
1381,Laptop,HP,black,0.85,675
1382,Laptop,HP,black,0.85,925
1383,Laptop,HP,grey,0.85,875
1384,Laptop,HP,black,0.3,275
